website,slug,url,source
https://www.splcenter.org/resources/extremist-files,act-america,https://www.splcenter.org/resources/extremist-files/act-america,splc
https://www.splcenter.org/resources/extremist-files,active-clubs,https://www.splcenter.org/resources/extremist-files/active-clubs,splc
https://www.splcenter.org/resources/extremist-files,alex-jones,https://www.splcenter.org/resources/extremist-files/alex-jones,splc
https://www.splcenter.org/resources/extremist-files,alex-linder,https://www.splcenter.org/resources/extremist-files/alex-linder,splc
https://www.splcenter.org/resources/extremist-files,alliance-defending-freedom,https://www.splcenter.org/resources/extremist-files/alliance-defending-freedom,splc
https://www.splcenter.org/resources/extremist-files,alt-right,https://www.splcenter.org/resources/extremist-files/alt-right,splc
https://www.splcenter.org/resources/extremist-files,american-border-patrolamerican-patrol,https://www.splcenter.org/resources/extremist-files/american-border-patrolamerican-patrol,splc
https://www.splcenter.org/resources/extremist-files,american-college-pediatricians,https://www.splcenter.org/resources/extremist-files/american-college-pediatricians,splc
https://www.splcenter.org/resources/extremist-files,american-family-association,https://www.splcenter.org/resources/extremist-files/american-family-association,splc
https://www.splcenter.org/resources/extremist-files,american-freedom-party,https://www.splcenter.org/resources/extremist-files/american-freedom-party,splc
https://www.splcenter.org/resources/extremist-files,american-renaissance,https://www.splcenter.org/resources/extremist-files/american-renaissance,splc
https://www.splcenter.org/resources/extremist-files,americas-promise-ministries,https://www.splcenter.org/resources/extremist-files/americas-promise-ministries,splc
https://www.splcenter.org/resources/extremist-files,andrew-anglin,https://www.splcenter.org/resources/extremist-files/andrew-anglin,splc
https://www.splcenter.org/resources/extremist-files,andrew-tate,https://www.splcenter.org/resources/extremist-files/andrew-tate,splc
https://www.splcenter.org/resources/extremist-files,andrew-weev-auernheimer,https://www.splcenter.org/resources/extremist-files/andrew-weev-auernheimer,splc
https://www.splcenter.org/resources/extremist-files,anti-immigrant,https://www.splcenter.org/resources/extremist-files/anti-immigrant,splc
https://www.splcenter.org/resources/extremist-files,anti-lgbtq,https://www.splcenter.org/resources/extremist-files/anti-lgbtq,splc
https://www.splcenter.org/resources/extremist-files,anti-muslim,https://www.splcenter.org/resources/extremist-files/anti-muslim,splc
https://www.splcenter.org/resources/extremist-files,antigovernment-general,https://www.splcenter.org/resources/extremist-files/antigovernment-general,splc
https://www.splcenter.org/resources/extremist-files,antisemitism,https://www.splcenter.org/resources/extremist-files/antisemitism,splc
https://www.splcenter.org/resources/extremist-files,april-gaede,https://www.splcenter.org/resources/extremist-files/april-gaede,splc
https://www.splcenter.org/resources/extremist-files,arthur-jensen,https://www.splcenter.org/resources/extremist-files/arthur-jensen,splc
https://www.splcenter.org/resources/extremist-files,aryan-brotherhood,https://www.splcenter.org/resources/extremist-files/aryan-brotherhood,splc
https://www.splcenter.org/resources/extremist-files,aryan-brotherhood-texas,https://www.splcenter.org/resources/extremist-files/aryan-brotherhood-texas,splc
https://www.splcenter.org/resources/extremist-files,aryan-freedom-network,https://www.splcenter.org/resources/extremist-files/aryan-freedom-network,splc
https://www.splcenter.org/resources/extremist-files,aryan-nations,https://www.splcenter.org/resources/extremist-files/aryan-nations,splc
https://www.splcenter.org/resources/extremist-files,asatru-folk-assembly,https://www.splcenter.org/resources/extremist-files/asatru-folk-assembly,splc
https://www.splcenter.org/resources/extremist-files,atomwaffen-division,https://www.splcenter.org/resources/extremist-files/atomwaffen-division,splc
https://www.splcenter.org/resources/extremist-files,august-kreis,https://www.splcenter.org/resources/extremist-files/august-kreis,splc
https://www.splcenter.org/resources/extremist-files,augustus-sol-invictus,https://www.splcenter.org/resources/extremist-files/augustus-sol-invictus,splc
https://www.splcenter.org/resources/extremist-files,barbara-coe,https://www.splcenter.org/resources/extremist-files/barbara-coe,splc
https://www.splcenter.org/resources/extremist-files,barnes-reviewfoundation-economic-liberty-inc,https://www.splcenter.org/resources/extremist-files/barnes-reviewfoundation-economic-liberty-inc,splc
https://www.splcenter.org/resources/extremist-files,barry-black,https://www.splcenter.org/resources/extremist-files/barry-black,splc
https://www.splcenter.org/resources/extremist-files,base,https://www.splcenter.org/resources/extremist-files/base,splc
https://www.splcenter.org/resources/extremist-files,bill-white,https://www.splcenter.org/resources/extremist-files/bill-white,splc
https://www.splcenter.org/resources/extremist-files,billy-roper,https://www.splcenter.org/resources/extremist-files/billy-roper,splc
https://www.splcenter.org/resources/extremist-files,blood-honour,https://www.splcenter.org/resources/extremist-files/blood-honour,splc
https://www.splcenter.org/resources/extremist-files,blood-tribe,https://www.splcenter.org/resources/extremist-files/blood-tribe,splc
https://www.splcenter.org/resources/extremist-files,bo-gritz,https://www.splcenter.org/resources/extremist-files/bo-gritz,splc
https://www.splcenter.org/resources/extremist-files,boyd-cathey,https://www.splcenter.org/resources/extremist-files/boyd-cathey,splc
https://www.splcenter.org/resources/extremist-files,bradley-dean-griffin,https://www.splcenter.org/resources/extremist-files/bradley-dean-griffin,splc
https://www.splcenter.org/resources/extremist-files,brien-james,https://www.splcenter.org/resources/extremist-files/brien-james,splc
https://www.splcenter.org/resources/extremist-files,brotherhood-klans,https://www.splcenter.org/resources/extremist-files/brotherhood-klans,splc
https://www.splcenter.org/resources/extremist-files,bryan-fischer,https://www.splcenter.org/resources/extremist-files/bryan-fischer,splc
https://www.splcenter.org/resources/extremist-files,center-immigration-studies,https://www.splcenter.org/resources/extremist-files/center-immigration-studies,splc
https://www.splcenter.org/resources/extremist-files,center-security-policy,https://www.splcenter.org/resources/extremist-files/center-security-policy,splc
https://www.splcenter.org/resources/extremist-files,charles-murray,https://www.splcenter.org/resources/extremist-files/charles-murray,splc
https://www.splcenter.org/resources/extremist-files,chaya-raichik,https://www.splcenter.org/resources/extremist-files/chaya-raichik,splc
https://www.splcenter.org/resources/extremist-files,christian-identity,https://www.splcenter.org/resources/extremist-files/christian-identity,splc
https://www.splcenter.org/resources/extremist-files,christian-supremacy,https://www.splcenter.org/resources/extremist-files/christian-supremacy,splc
https://www.splcenter.org/resources/extremist-files,christopher-cantwell,https://www.splcenter.org/resources/extremist-files/christopher-cantwell,splc
https://www.splcenter.org/resources/extremist-files,chuck-baldwin,https://www.splcenter.org/resources/extremist-files/chuck-baldwin,splc
https://www.splcenter.org/resources/extremist-files,church-national-knights-ku-klux-klan,https://www.splcenter.org/resources/extremist-files/church-national-knights-ku-klux-klan,splc
https://www.splcenter.org/resources/extremist-files,cliff-kincaid,https://www.splcenter.org/resources/extremist-files/cliff-kincaid,splc
https://www.splcenter.org/resources/extremist-files,cody-rutledge-wilson,https://www.splcenter.org/resources/extremist-files/cody-rutledge-wilson,splc
https://www.splcenter.org/resources/extremist-files,committee-open-debate-holocaust,https://www.splcenter.org/resources/extremist-files/committee-open-debate-holocaust,splc
https://www.splcenter.org/resources/extremist-files,conspiracy-propagandists,https://www.splcenter.org/resources/extremist-files/conspiracy-propagandists,splc
https://www.splcenter.org/resources/extremist-files,constitutional-sheriffs,https://www.splcenter.org/resources/extremist-files/constitutional-sheriffs,splc
https://www.splcenter.org/resources/extremist-files,council-conservative-citizens,https://www.splcenter.org/resources/extremist-files/council-conservative-citizens,splc
https://www.splcenter.org/resources/extremist-files,craig-cobb,https://www.splcenter.org/resources/extremist-files/craig-cobb,splc
https://www.splcenter.org/resources/extremist-files,creativity-movement-0,https://www.splcenter.org/resources/extremist-files/creativity-movement-0,splc
https://www.splcenter.org/resources/extremist-files,dan-stein,https://www.splcenter.org/resources/extremist-files/dan-stein,splc
https://www.splcenter.org/resources/extremist-files,daryush-roosh-valizadeh,https://www.splcenter.org/resources/extremist-files/daryush-roosh-valizadeh,splc
https://www.splcenter.org/resources/extremist-files,david-barton,https://www.splcenter.org/resources/extremist-files/david-barton,splc
https://www.splcenter.org/resources/extremist-files,david-duke,https://www.splcenter.org/resources/extremist-files/david-duke,splc
https://www.splcenter.org/resources/extremist-files,david-horowitz,https://www.splcenter.org/resources/extremist-files/david-horowitz,splc
https://www.splcenter.org/resources/extremist-files,david-irving,https://www.splcenter.org/resources/extremist-files/david-irving,splc
https://www.splcenter.org/resources/extremist-files,david-lane,https://www.splcenter.org/resources/extremist-files/david-lane,splc
https://www.splcenter.org/resources/extremist-files,david-lane-0,https://www.splcenter.org/resources/extremist-files/david-lane-0,splc
https://www.splcenter.org/resources/extremist-files,david-yerushalmi,https://www.splcenter.org/resources/extremist-files/david-yerushalmi,splc
https://www.splcenter.org/resources/extremist-files,don-black,https://www.splcenter.org/resources/extremist-files/don-black,splc
https://www.splcenter.org/resources/extremist-files,dustin-inman-society,https://www.splcenter.org/resources/extremist-files/dustin-inman-society,splc
https://www.splcenter.org/resources/extremist-files,e-michael-jones,https://www.splcenter.org/resources/extremist-files/e-michael-jones,splc
https://www.splcenter.org/resources/extremist-files,edgar-steele,https://www.splcenter.org/resources/extremist-files/edgar-steele,splc
https://www.splcenter.org/resources/extremist-files,elmer-stewart-rhodes,https://www.splcenter.org/resources/extremist-files/elmer-stewart-rhodes,splc
https://www.splcenter.org/resources/extremist-files,eric-butcher-fairburn,https://www.splcenter.org/resources/extremist-files/eric-butcher-fairburn,splc
https://www.splcenter.org/resources/extremist-files,erich-gliebe,https://www.splcenter.org/resources/extremist-files/erich-gliebe,splc
https://www.splcenter.org/resources/extremist-files,ernst-zundel,https://www.splcenter.org/resources/extremist-files/ernst-zundel,splc
https://www.splcenter.org/resources/extremist-files,euro,https://www.splcenter.org/resources/extremist-files/euro,splc
https://www.splcenter.org/resources/extremist-files,faith-education-commerce,https://www.splcenter.org/resources/extremist-files/faith-education-commerce,splc
https://www.splcenter.org/resources/extremist-files,family-research-council,https://www.splcenter.org/resources/extremist-files/family-research-council,splc
https://www.splcenter.org/resources/extremist-files,family-security-matters,https://www.splcenter.org/resources/extremist-files/family-security-matters,splc
https://www.splcenter.org/resources/extremist-files,family-watch-international,https://www.splcenter.org/resources/extremist-files/family-watch-international,splc
https://www.splcenter.org/resources/extremist-files,federation-american-immigration-reform,https://www.splcenter.org/resources/extremist-files/federation-american-immigration-reform,splc
https://www.splcenter.org/resources/extremist-files,focus-family,https://www.splcenter.org/resources/extremist-files/focus-family,splc
https://www.splcenter.org/resources/extremist-files,frank-gaffney-jr,https://www.splcenter.org/resources/extremist-files/frank-gaffney-jr,splc
https://www.splcenter.org/resources/extremist-files,fraternal-order-alt-knights-foak,https://www.splcenter.org/resources/extremist-files/fraternal-order-alt-knights-foak,splc
https://www.splcenter.org/resources/extremist-files,frazier-glenn-miller,https://www.splcenter.org/resources/extremist-files/frazier-glenn-miller,splc
https://www.splcenter.org/resources/extremist-files,fred-phelps,https://www.splcenter.org/resources/extremist-files/fred-phelps,splc
https://www.splcenter.org/resources/extremist-files,fundamentalist-church-jesus-christ-latter-day-saints,https://www.splcenter.org/resources/extremist-files/fundamentalist-church-jesus-christ-latter-day-saints,splc
https://www.splcenter.org/resources/extremist-files,gab,https://www.splcenter.org/resources/extremist-files/gab,splc
https://www.splcenter.org/resources/extremist-files,garrett-hardin,https://www.splcenter.org/resources/extremist-files/garrett-hardin,splc
https://www.splcenter.org/resources/extremist-files,gary-demar,https://www.splcenter.org/resources/extremist-files/gary-demar,splc
https://www.splcenter.org/resources/extremist-files,gary-gerhard-lauck,https://www.splcenter.org/resources/extremist-files/gary-gerhard-lauck,splc
https://www.splcenter.org/resources/extremist-files,gays-against-groomers,https://www.splcenter.org/resources/extremist-files/gays-against-groomers,splc
https://www.splcenter.org/resources/extremist-files,general-hate,https://www.splcenter.org/resources/extremist-files/general-hate,splc
https://www.splcenter.org/resources/extremist-files,glenn-spencer,https://www.splcenter.org/resources/extremist-files/glenn-spencer,splc
https://www.splcenter.org/resources/extremist-files,gordon-baum,https://www.splcenter.org/resources/extremist-files/gordon-baum,splc
https://www.splcenter.org/resources/extremist-files,goyim-defense-league,https://www.splcenter.org/resources/extremist-files/goyim-defense-league,splc
https://www.splcenter.org/resources/extremist-files,greg-johnson,https://www.splcenter.org/resources/extremist-files/greg-johnson,splc
https://www.splcenter.org/resources/extremist-files,hal-turner,https://www.splcenter.org/resources/extremist-files/hal-turner,splc
https://www.splcenter.org/resources/extremist-files,harry-cooper,https://www.splcenter.org/resources/extremist-files/harry-cooper,splc
https://www.splcenter.org/resources/extremist-files,hate-music,https://www.splcenter.org/resources/extremist-files/hate-music,splc
https://www.splcenter.org/resources/extremist-files,henry-harpending,https://www.splcenter.org/resources/extremist-files/henry-harpending,splc
https://www.splcenter.org/resources/extremist-files,holocaust-denial,https://www.splcenter.org/resources/extremist-files/holocaust-denial,splc
https://www.splcenter.org/resources/extremist-files,identity-evropaamerican-identity-movement,https://www.splcenter.org/resources/extremist-files/identity-evropaamerican-identity-movement,splc
https://www.splcenter.org/resources/extremist-files,imperial-klans-america,https://www.splcenter.org/resources/extremist-files/imperial-klans-america,splc
https://www.splcenter.org/resources/extremist-files,institute-historical-review,https://www.splcenter.org/resources/extremist-files/institute-historical-review,splc
https://www.splcenter.org/resources/extremist-files,jack-posobiec,https://www.splcenter.org/resources/extremist-files/jack-posobiec,splc
https://www.splcenter.org/resources/extremist-files,james-edwards,https://www.splcenter.org/resources/extremist-files/james-edwards,splc
https://www.splcenter.org/resources/extremist-files,james-lindsay,https://www.splcenter.org/resources/extremist-files/james-lindsay,splc
https://www.splcenter.org/resources/extremist-files,james-mason,https://www.splcenter.org/resources/extremist-files/james-mason,splc
https://www.splcenter.org/resources/extremist-files,james-orien-allsup,https://www.splcenter.org/resources/extremist-files/james-orien-allsup,splc
https://www.splcenter.org/resources/extremist-files,james-timothy-turner,https://www.splcenter.org/resources/extremist-files/james-timothy-turner,splc
https://www.splcenter.org/resources/extremist-files,james-wickstrom,https://www.splcenter.org/resources/extremist-files/james-wickstrom,splc
https://www.splcenter.org/resources/extremist-files,jamie-kelso,https://www.splcenter.org/resources/extremist-files/jamie-kelso,splc
https://www.splcenter.org/resources/extremist-files,jared-taylor,https://www.splcenter.org/resources/extremist-files/jared-taylor,splc
https://www.splcenter.org/resources/extremist-files,jason-kessler,https://www.splcenter.org/resources/extremist-files/jason-kessler,splc
https://www.splcenter.org/resources/extremist-files,jean-philippe-rushton,https://www.splcenter.org/resources/extremist-files/jean-philippe-rushton,splc
https://www.splcenter.org/resources/extremist-files,jeff-berry,https://www.splcenter.org/resources/extremist-files/jeff-berry,splc
https://www.splcenter.org/resources/extremist-files,jeff-schoep,https://www.splcenter.org/resources/extremist-files/jeff-schoep,splc
https://www.splcenter.org/resources/extremist-files,jewish-defense-league,https://www.splcenter.org/resources/extremist-files/jewish-defense-league,splc
https://www.splcenter.org/resources/extremist-files,john-de-nugent,https://www.splcenter.org/resources/extremist-files/john-de-nugent,splc
https://www.splcenter.org/resources/extremist-files,john-tanton,https://www.splcenter.org/resources/extremist-files/john-tanton,splc
https://www.splcenter.org/resources/extremist-files,john-weaver,https://www.splcenter.org/resources/extremist-files/john-weaver,splc
https://www.splcenter.org/resources/extremist-files,johnny-monoxide-aka-john-ramondetta,https://www.splcenter.org/resources/extremist-files/johnny-monoxide-aka-john-ramondetta,splc
https://www.splcenter.org/resources/extremist-files,joseph-francis-farah,https://www.splcenter.org/resources/extremist-files/joseph-francis-farah,splc
https://www.splcenter.org/resources/extremist-files,jt-ready,https://www.splcenter.org/resources/extremist-files/jt-ready,splc
https://www.splcenter.org/resources/extremist-files,kevin-deanna,https://www.splcenter.org/resources/extremist-files/kevin-deanna,splc
https://www.splcenter.org/resources/extremist-files,kevin-lamb,https://www.splcenter.org/resources/extremist-files/kevin-lamb,splc
https://www.splcenter.org/resources/extremist-files,kevin-macdonald,https://www.splcenter.org/resources/extremist-files/kevin-macdonald,splc
https://www.splcenter.org/resources/extremist-files,kevin-strom,https://www.splcenter.org/resources/extremist-files/kevin-strom,splc
https://www.splcenter.org/resources/extremist-files,keystone-united,https://www.splcenter.org/resources/extremist-files/keystone-united,splc
https://www.splcenter.org/resources/extremist-files,kingdom-identity-ministries,https://www.splcenter.org/resources/extremist-files/kingdom-identity-ministries,splc
https://www.splcenter.org/resources/extremist-files,kirk-lyons,https://www.splcenter.org/resources/extremist-files/kirk-lyons,splc
https://www.splcenter.org/resources/extremist-files,knights-ku-klux-klan,https://www.splcenter.org/resources/extremist-files/knights-ku-klux-klan,splc
https://www.splcenter.org/resources/extremist-files,krisanne-hall,https://www.splcenter.org/resources/extremist-files/krisanne-hall,splc
https://www.splcenter.org/resources/extremist-files,ku-klux-klan,https://www.splcenter.org/resources/extremist-files/ku-klux-klan,splc
https://www.splcenter.org/resources/extremist-files,kyle-bristow,https://www.splcenter.org/resources/extremist-files/kyle-bristow,splc
https://www.splcenter.org/resources/extremist-files,kyle-rogers,https://www.splcenter.org/resources/extremist-files/kyle-rogers,splc
https://www.splcenter.org/resources/extremist-files,larry-klayman,https://www.splcenter.org/resources/extremist-files/larry-klayman,splc
https://www.splcenter.org/resources/extremist-files,larry-pratt,https://www.splcenter.org/resources/extremist-files/larry-pratt,splc
https://www.splcenter.org/resources/extremist-files,league-south,https://www.splcenter.org/resources/extremist-files/league-south,splc
https://www.splcenter.org/resources/extremist-files,liberty-counsel,https://www.splcenter.org/resources/extremist-files/liberty-counsel,splc
https://www.splcenter.org/resources/extremist-files,lieutenant-general-william-g-jerry-boykin-ret,https://www.splcenter.org/resources/extremist-files/lieutenant-general-william-g-jerry-boykin-ret,splc
https://www.splcenter.org/resources/extremist-files,linda-gottfredson,https://www.splcenter.org/resources/extremist-files/linda-gottfredson,splc
https://www.splcenter.org/resources/extremist-files,lou-engle,https://www.splcenter.org/resources/extremist-files/lou-engle,splc
https://www.splcenter.org/resources/extremist-files,louis-beam,https://www.splcenter.org/resources/extremist-files/louis-beam,splc
https://www.splcenter.org/resources/extremist-files,louis-farrakhan,https://www.splcenter.org/resources/extremist-files/louis-farrakhan,splc
